pid,still_employed,state,IP.Qualification,apply.time,first.accept.time,date.diff,first.shift,fifth.shift,day.diff.first_fifth,termination_date,IP.Application.Source,Prior.Work.History..years.,Prior.Work.History..distinct.jobs.
155610,Yes,OH,CNA,5/15/20,8/20/20,97,8/29/20,11/13/20,76,,Job Board,3,2
155623,Yes,IL,CNA,5/15/20,8/15/20,92,8/19/20,9/4/20,16,,Unknown,2,1
155712,Yes,OH,LPN,5/15/20,6/8/20,24,6/9/20,7/13/20,34,,Unknown,0,1
155745,Yes,OH,CNA,5/15/20,7/1/20,47,7/5/20,11/24/20,142,,Google,0,1
155838,Yes,FL,LPN,5/15/20,8/25/20,102,8/31/20,9/23/20,23,,Job Board,1,1
155851,Yes,IL,CNA,5/15/20,6/12/20,28,6/17/20,6/22/20,5,,Unknown,2,1
155920,Yes,NH,RN,5/15/20,6/9/20,25,6/14/20,7/10/20,26,,Job Board,3,1
155968,Yes,OH,RN,5/16/20,7/8/20,53,7/9/20,8/15/20,37,,Job Board,2,2
156075,Yes,IL,CNA,5/16/20,7/7/20,52,7/8/20,7/21/20,13,,Job Board,1,1
156105,Yes,PA,LPN,5/16/20,7/9/20,54,7/17/20,9/4/20,49,,Job Board,4,1
156163,Yes,RI,CNA,5/16/20,6/9/20,24,6/18/20,7/3/20,15,,Job Board,3,1
156200,Yes,OH,CNA,5/16/20,9/16/20,123,9/17/20,9/25/20,8,,Other,7,1
156230,Yes,FL,RN,5/17/20,7/3/20,47,7/10/20,8/3/20,24,,Job Board,10,2
156249,Yes,PA,LPN,5/17/20,6/6/20,20,6/15/20,6/27/20,12,,Unknown,5,1
156506,Yes,MA,CNA,5/17/20,6/4/20,18,6/9/20,6/17/20,8,,Unknown,2,1
156569,Yes,OH,LPN,5/18/20,6/8/20,21,6/8/20,6/23/20,15,,Job Board,1,1
156573,Yes,FL,LPN,5/18/20,7/6/20,49,7/10/20,8/8/20,29,,Job Board,1,1
156581,Yes,PA,RN,5/18/20,9/20/20,125,10/3/20,10/27/20,24,,Other,5,1
156617,Yes,IL,CNA,5/18/20,8/31/20,105,9/2/20,9/17/20,15,,Job Board,7,1
156651,Yes,PA,RN,5/18/20,7/24/20,67,11/4/20,11/9/20,5,,Job Board,1,1
156667,Yes,OH,CNA,5/18/20,9/8/20,113,9/16/20,9/29/20,13,12/2/20,Other,1,1
156701,Yes,FL,RN,5/18/20,7/27/20,70,8/1/20,8/13/20,12,,Unknown,14,1
156769,Yes,OH,CNA,5/18/20,7/10/20,53,7/19/20,11/12/20,116,,Unknown,1,1
156779,Yes,PA,CNA,5/18/20,8/10/20,84,10/8/20,11/26/20,49,,Unknown,1,1
156856,Yes,OH,LPN,5/18/20,6/23/20,36,7/19/20,11/9/20,113,,Unknown,1,1
156889,Yes,FL,CNA,5/19/20,8/19/20,92,9/11/20,10/31/20,50,,Job Board,1,1
156926,Yes,NJ,RN,5/19/20,5/21/20,2,5/26/20,7/2/20,37,,Other,3,1
156979,Yes,OH,LPN,5/19/20,7/5/20,47,7/7/20,11/10/20,126,,Unknown,5,1
156992,Yes,PA,CNA,5/19/20,6/29/20,41,7/5/20,8/13/20,39,,Unknown,1,1
157019,Yes,PA,LPN,5/19/20,6/29/20,41,7/14/20,8/5/20,22,,Job Board,2,1
157152,Yes,OH,RN,5/19/20,6/15/20,27,6/16/20,11/13/20,150,,Other,6,1
157220,Yes,FL,CNA,5/19/20,6/30/20,42,7/5/20,8/7/20,33,,Unknown,5,2
157341,Yes,MA,RN,5/19/20,6/3/20,15,6/13/20,6/26/20,13,,Job Board,3,2
157395,Yes,OH,RN,5/20/20,8/13/20,85,8/25/20,9/7/20,13,,Job Board,1,1
157400,Yes,OH,CNA,5/20/20,9/28/20,131,10/1/20,10/15/20,14,,Job Board,0,1
157419,Yes,IL,CNA,5/20/20,6/22/20,33,6/26/20,7/3/20,7,,Job Board,1,1
157455,Yes,IL,CNA,5/20/20,8/4/20,76,8/12/20,8/18/20,6,,Referral,5,1
157465,Yes,OH,CNA,5/20/20,10/14/20,147,10/15/20,10/29/20,14,9/4/20,Job Board,2,1
157477,Yes,PA,CNA,5/20/20,6/30/20,41,7/22/20,7/31/20,9,10/16/20,Unknown,1,2
157639,Yes,FL,CNA,5/20/20,11/6/20,170,11/16/20,11/26/20,10,,Job Board,0,1
157666,Yes,OH,CNA,5/20/20,9/25/20,128,10/4/20,10/14/20,10,,Job Board,1,1
157712,Yes,MA,RN,5/20/20,9/20/20,123,10/15/20,11/4/20,20,,Job Board,1,3
157745,Yes,OH,CNA,5/20/20,6/23/20,34,6/24/20,7/3/20,9,,Google,1,1
157775,Yes,MD,CNA,5/21/20,11/18/20,181,11/18/20,12/1/20,13,,Job Board,1,1
157838,Yes,OH,RN,5/21/20,6/27/20,37,7/13/20,7/26/20,13,,Other,3,1
157871,Yes,PA,CNA,5/21/20,8/11/20,82,8/15/20,8/21/20,6,,Unknown,12,1
157872,Yes,MA,CNA,5/21/20,8/18/20,89,8/23/20,9/13/20,21,,Google,2,1
157993,Yes,CT,RN,5/21/20,7/16/20,56,7/21/20,9/18/20,59,,Job Board,1,1
158034,Yes,OH,CNA,5/21/20,7/17/20,57,7/18/20,7/25/20,7,,Job Board,11,1
158241,Yes,FL,LPN,5/22/20,9/21/20,122,9/27/20,10/8/20,11,,Job Board,1,1
158407,Yes,OH,CNA,5/22/20,6/29/20,38,7/2/20,7/18/20,16,,Job Board,4,2
158542,Yes,GA,CNA,5/22/20,6/19/20,28,6/27/20,7/26/20,29,,Google,1,1
158604,Yes,FL,CNA,5/23/20,9/16/20,116,10/18/20,11/24/20,37,,Job Board,6,1
158679,Yes,NH,CNA,5/23/20,6/20/20,28,6/21/20,6/27/20,6,,Job Board,1,2
158750,Yes,CT,LPN,5/23/20,10/3/20,133,10/11/20,10/18/20,7,,Job Board,3,1
158789,Yes,MA,LPN,5/23/20,6/5/20,13,6/14/20,6/19/20,5,,Job Board,4,2
158876,Yes,IL,CNA,5/23/20,6/15/20,23,6/21/20,8/16/20,56,,Other,2,1
158883,Yes,MA,RN,5/23/20,6/18/20,26,6/30/20,7/7/20,7,,Other,2,1
158888,Yes,OH,CNA,5/23/20,9/3/20,103,9/7/20,9/17/20,10,,Job Board,6,1
158914,Yes,OH,CNA,5/23/20,9/17/20,117,9/19/20,10/10/20,21,,Other,2,1
159015,Yes,FL,LPN,5/24/20,7/14/20,51,8/16/20,8/31/20,15,,Job Board,1,1
159055,Yes,PA,CNA,5/24/20,7/25/20,62,8/22/20,9/17/20,26,,Job Board,3,1
159119,Yes,FL,LPN,5/24/20,6/26/20,33,6/27/20,8/24/20,58,,Job Board,1,1
159206,Yes,OH,CNA,5/24/20,6/19/20,26,6/22/20,7/4/20,12,,Unknown,1,1
159241,Yes,FL,LPN,5/25/20,6/29/20,35,7/28/20,8/4/20,7,,Job Board,3,2
159358,Yes,MA,RN,5/25/20,6/11/20,17,6/17/20,7/11/20,24,,Other,3,1
159443,Yes,OH,CNA,5/25/20,8/19/20,86,8/20/20,11/20/20,92,,Job Board,1,1
159445,Yes,NJ,LPN,5/25/20,7/8/20,44,7/12/20,8/7/20,26,,Job Board,1,1
159468,Yes,FL,CNA,5/25/20,7/2/20,38,7/10/20,8/10/20,31,,Google,2,1
159494,Yes,IL,LPN,5/25/20,9/3/20,101,9/7/20,9/19/20,12,,Job Board,3,1
159562,Yes,FL,CNA,5/25/20,8/10/20,77,8/17/20,11/16/20,91,,Job Board,1,1
159786,Yes,PA,CNA,5/26/20,9/26/20,123,9/30/20,10/8/20,8,,Google,1,1
160031,Yes,PA,LPN,5/26/20,7/7/20,42,7/18/20,8/18/20,31,,Other,3,1
160064,Yes,MA,LPN,5/26/20,10/1/20,128,10/11/20,11/1/20,21,,Other,1,1
160135,Yes,OH,CNA,5/27/20,7/15/20,49,7/19/20,8/9/20,21,,Job Board,2,1
160144,Yes,PA,CNA,5/27/20,6/14/20,18,6/29/20,7/12/20,13,,Referral,2,1
160149,Yes,OH,CNA,5/27/20,6/25/20,29,6/26/20,7/6/20,10,,Google,3,1
160178,Yes,OH,CNA,5/27/20,8/13/20,78,8/22/20,9/14/20,23,,Google,1,1
160334,Yes,MO,CNA,5/27/20,7/8/20,42,7/12/20,7/31/20,19,,Job Board,1,1
160357,Yes,FL,RN,5/27/20,7/24/20,58,7/29/20,8/7/20,9,,Job Board,32,1
160410,Yes,OH,CNA,5/27/20,6/25/20,29,6/29/20,7/11/20,12,,Other,1,1
160419,Yes,OH,CNA,5/27/20,7/8/20,42,7/15/20,7/22/20,7,,Job Board,4,1
160474,Yes,OH,CNA,5/27/20,11/19/20,176,11/21/20,11/26/20,5,,Job Board,0,1
160494,Yes,OH,CNA,5/27/20,7/27/20,61,7/31/20,8/21/20,21,,Job Board,3,2
160589,Yes,OH,CNA,5/28/20,11/13/20,169,11/14/20,11/28/20,14,,Other,1,1
160651,Yes,PA,LPN,5/28/20,6/23/20,26,8/30/20,11/14/20,76,,Other,3,1
160676,Yes,PA,LPN,5/28/20,8/12/20,76,8/26/20,9/8/20,13,,Job Board,2,1
160702,Yes,OH,RN,5/28/20,7/1/20,34,7/3/20,8/7/20,35,10/6/20,Job Board,1,1
160768,Yes,OH,CNA,5/28/20,8/4/20,68,8/13/20,9/3/20,21,,Other,1,1
160786,Yes,MO,CNA,5/28/20,6/30/20,33,7/4/20,7/12/20,8,,Job Board,1,2
160841,Yes,PA,RN,5/28/20,7/31/20,64,8/6/20,8/20/20,14,,Other,2,1
160871,Yes,IL,CNA,5/28/20,6/28/20,31,7/5/20,7/16/20,11,,Job Board,2,1
161002,Yes,NH,LPN,5/28/20,9/4/20,99,9/6/20,9/27/20,21,,Referral,1,2
161005,Yes,RI,CNA,5/28/20,8/25/20,89,8/29/20,10/12/20,44,,Other,2,1
161015,Yes,OH,RN,5/28/20,9/13/20,108,9/13/20,9/27/20,14,,Other,3,1
161184,Yes,PA,CNA,5/29/20,8/28/20,91,9/3/20,9/18/20,15,,Other,2,2
161195,Yes,PA,CNA,5/29/20,7/14/20,46,7/16/20,7/20/20,4,,Unknown,2,1
161196,Yes,OH,LPN,5/29/20,6/29/20,31,7/3/20,7/27/20,24,,Referral,2,1
161367,Yes,OH,CNA,5/29/20,7/24/20,56,7/24/20,8/13/20,20,,Job Board,0,1
161420,Yes,PA,CNA,5/30/20,8/3/20,65,8/10/20,8/30/20,20,,Other,0,1
161482,Yes,IL,LPN,5/30/20,6/15/20,16,6/19/20,8/24/20,66,,Unknown,1,1
161625,Yes,PA,LPN,5/30/20,7/8/20,39,7/29/20,9/14/20,47,,Referral,4,2
161638,Yes,FL,CNA,5/30/20,10/15/20,138,10/24/20,10/31/20,7,,Unknown,1,1
161654,Yes,MO,CNA,5/31/20,8/10/20,71,8/16/20,9/11/20,26,,Job Board,2,1
161978,Yes,RI,CNA,6/1/20,10/23/20,144,10/24/20,11/9/20,16,,Unknown,0,1
161999,Yes,PA,RN,6/1/20,6/29/20,28,7/4/20,9/18/20,76,,Other,3,1
162096,Yes,OH,LPN,6/1/20,7/17/20,46,7/19/20,8/5/20,17,,Referral,4,1
162114,Yes,FL,CNA,6/1/20,9/29/20,120,10/3/20,10/9/20,6,,Job Board,6,1
162162,Yes,OH,LPN,6/1/20,8/4/20,64,8/29/20,9/29/20,31,8/10/20,Unknown,3,1
162178,Yes,PA,RN,6/1/20,7/25/20,54,8/1/20,8/22/20,21,,Other,21,1
162188,Yes,OH,CNA,6/1/20,8/10/20,70,8/10/20,8/16/20,6,,Unknown,8,1
162291,Yes,OH,CNA,6/1/20,7/10/20,39,7/10/20,7/18/20,8,,Unknown,2,1
162364,Yes,FL,CNA,6/2/20,8/13/20,72,8/16/20,9/11/20,26,,Job Board,2,1
162373,Yes,MA,RN,6/2/20,7/9/20,37,7/19/20,9/26/20,69,,Other,1,1
162410,Yes,WV,CNA,6/2/20,8/20/20,79,8/24/20,8/31/20,7,,Job Board,1,2
162460,Yes,OH,CNA,6/2/20,8/11/20,70,8/19/20,11/28/20,101,,Unknown,2,1
162468,Yes,IL,CNA,6/2/20,7/19/20,47,7/23/20,8/5/20,13,,Job Board,1,1
162606,Yes,FL,CNA,6/2/20,7/30/20,58,8/4/20,8/17/20,13,,Job Board,1,2
162651,Yes,PA,CNA,6/2/20,7/1/20,29,7/6/20,7/16/20,10,,Job Board,1,1
162715,Yes,OH,LPN,6/3/20,8/31/20,89,9/4/20,9/13/20,9,,Job Board,1,1
162808,Yes,FL,LPN,6/3/20,6/23/20,20,6/27/20,7/11/20,14,,Job Board,2,1
162822,Yes,IL,CNA,6/3/20,7/19/20,46,7/27/20,8/5/20,9,,Unknown,1,1
162857,Yes,PA,CNA,6/3/20,7/24/20,51,7/29/20,9/1/20,34,9/11/20,Job Board,3,1
162870,Yes,FL,CNA,6/3/20,8/18/20,76,8/24/20,9/13/20,20,,Job Board,0,1
162891,Yes,OH,CNA,6/3/20,7/9/20,36,7/9/20,7/20/20,11,,Other,8,1
162892,Yes,FL,LPN,6/3/20,7/1/20,28,7/7/20,7/15/20,8,,Job Board,2,1
162904,Yes,OH,CNA,6/3/20,7/10/20,37,7/11/20,9/4/20,55,,Unknown,1,2
162910,Yes,MA,RN,6/3/20,6/11/20,8,7/11/20,9/3/20,54,,Other,6,1
163014,Yes,OH,CNA,6/3/20,7/20/20,47,7/26/20,8/29/20,34,,Job Board,1,1
163051,Yes,IL,CNA,6/3/20,7/8/20,35,7/17/20,7/24/20,7,,Unknown,2,1
163058,Yes,PA,CNA,6/3/20,7/21/20,48,8/8/20,9/3/20,26,,Referral,7,1
163139,Yes,OH,LPN,6/4/20,8/15/20,72,8/16/20,8/24/20,8,,Unknown,1,1
163321,Yes,OH,LPN,6/4/20,7/6/20,32,7/12/20,7/30/20,18,,Unknown,2,1
163365,Yes,PA,CNA,6/4/20,7/25/20,51,8/1/20,8/16/20,15,,Google,1,1
163372,Yes,OH,CNA,6/4/20,8/30/20,87,8/30/20,10/6/20,37,,Unknown,2,1
163430,Yes,OH,CNA,6/5/20,9/24/20,111,9/28/20,10/19/20,21,,Unknown,1,1
163450,Yes,OH,CNA,6/5/20,10/1/20,118,10/4/20,11/14/20,41,,Unknown,3,1
163603,Yes,IL,CNA,6/5/20,7/12/20,37,7/20/20,9/12/20,54,,Referral,1,1
163733,Yes,IL,CNA,6/6/20,6/24/20,18,7/13/20,7/25/20,12,9/18/20,Unknown,1,1
163768,Yes,IL,CNA,6/6/20,7/1/20,25,7/18/20,7/25/20,7,,Other,4,1
163774,Yes,OH,CNA,6/6/20,9/22/20,108,9/23/20,11/7/20,45,,Job Board,2,1
163809,Yes,FL,CNA,6/6/20,9/17/20,103,9/18/20,9/23/20,5,,Job Board,0,1
163863,Yes,PA,CNA,6/6/20,7/23/20,47,7/28/20,8/29/20,32,,Job Board,2,1
163875,Yes,PA,RN,6/6/20,7/7/20,31,7/12/20,9/12/20,62,,Unknown,2,1
163945,Yes,MA,RN,6/6/20,8/24/20,79,8/29/20,9/14/20,16,,Other,1,2
163954,Yes,OH,CNA,6/6/20,10/29/20,145,10/30/20,11/2/20,3,,Referral,1,1
163996,Yes,OH,CNA,6/7/20,9/4/20,89,9/4/20,9/11/20,7,,Other,2,1
164009,Yes,OH,CNA,6/7/20,7/28/20,51,8/1/20,8/16/20,15,,Job Board,1,2
164064,Yes,MA,RN,6/7/20,7/2/20,25,7/11/20,7/26/20,15,,Unknown,1,1
164067,Yes,MA,RN,6/7/20,9/2/20,87,9/7/20,9/29/20,22,,Unknown,2,1
164194,Yes,MA,LPN,6/7/20,7/2/20,25,7/7/20,11/8/20,124,,Unknown,1,1
164371,Yes,PA,RN,6/8/20,6/15/20,7,6/20/20,7/4/20,14,,Referral,7,1
164405,Yes,OH,RN,6/8/20,10/12/20,126,10/19/20,11/7/20,19,,Job Board,0,1
164412,Yes,FL,RN,6/8/20,6/18/20,10,6/27/20,7/6/20,9,,Job Board,2,2
164464,Yes,MA,CNA,6/8/20,7/9/20,31,7/14/20,7/23/20,9,,Job Board,0,1
164471,Yes,IL,CNA,6/8/20,7/14/20,36,7/17/20,7/25/20,8,,Google,1,1
164478,Yes,IL,CNA,6/8/20,8/26/20,79,8/30/20,9/10/20,11,,Unknown,1,1
164495,Yes,NJ,LPN,6/8/20,7/16/20,38,8/2/20,8/24/20,22,,Other,1,1
164580,Yes,OH,CNA,6/8/20,7/10/20,32,7/11/20,8/31/20,51,,Other,1,1
164615,Yes,NY,CNA,6/8/20,7/13/20,35,7/20/20,9/17/20,59,,Job Board,2,1
164667,Yes,IL,CNA,6/8/20,9/1/20,85,9/7/20,9/13/20,6,,Job Board,2,1
164671,Yes,PA,CNA,6/8/20,8/21/20,74,8/26/20,9/9/20,14,,Job Board,10,1
164683,Yes,OH,LPN,6/8/20,10/6/20,120,10/10/20,10/27/20,17,,Unknown,1,2
164775,Yes,FL,CNA,6/9/20,7/13/20,34,7/17/20,7/30/20,13,,Job Board,6,1
164941,Yes,OH,CNA,6/9/20,8/6/20,58,8/10/20,8/15/20,5,8/31/20,Job Board,1,1
165022,Yes,OH,CNA,6/9/20,9/2/20,85,9/6/20,10/1/20,25,,Job Board,5,1
165032,Yes,OH,CNA,6/9/20,8/28/20,80,9/9/20,10/8/20,29,,Unknown,5,1
165083,Yes,IL,CNA,6/9/20,7/18/20,39,7/23/20,8/20/20,28,,Unknown,1,1
165178,Yes,NH,RN,6/10/20,8/10/20,61,9/26/20,11/12/20,47,,Job Board,5,1
165259,Yes,OH,CNA,6/10/20,9/27/20,109,10/2/20,10/15/20,13,,Unknown,1,2
165284,Yes,FL,CNA,6/10/20,9/30/20,112,10/10/20,10/23/20,13,,Job Board,0,1
165290,Yes,OH,LPN,6/10/20,7/19/20,39,7/25/20,8/11/20,17,,Job Board,1,1
165314,Yes,IL,CNA,6/10/20,10/7/20,119,10/10/20,10/14/20,4,,Job Board,3,1
165328,Yes,FL,RN,6/10/20,7/23/20,43,8/1/20,8/26/20,25,,Job Board,1,2
165335,Yes,DE,LPN,6/10/20,8/5/20,56,8/7/20,8/21/20,14,,Other,1,1
165403,Yes,MA,RN,6/10/20,7/29/20,49,8/7/20,8/31/20,24,,Unknown,1,1
165449,Yes,FL,CNA,6/10/20,8/19/20,70,8/23/20,10/9/20,47,,Job Board,3,1
165689,Yes,OH,RN,6/11/20,7/31/20,50,8/3/20,10/15/20,73,,Job Board,2,1
165729,Yes,FL,LPN,6/11/20,9/14/20,95,9/19/20,10/11/20,22,,Job Board,9,1
165836,Yes,OH,LPN,6/11/20,10/8/20,119,10/12/20,11/8/20,27,,Other,2,1
165888,Yes,PA,RN,6/12/20,10/7/20,117,10/18/20,11/19/20,32,,Job Board,27,2
165943,Yes,OH,CNA,6/12/20,10/2/20,112,10/3/20,11/25/20,53,,Job Board,1,1
166049,Yes,OH,RN,6/12/20,9/16/20,96,9/21/20,9/29/20,8,,Job Board,0,2
166064,Yes,IL,CNA,6/12/20,9/20/20,100,9/25/20,10/1/20,6,,Unknown,0,1
166065,Yes,OH,CNA,6/12/20,7/28/20,46,7/30/20,9/14/20,46,,Unknown,4,2
166091,Yes,RI,CNA,6/12/20,8/9/20,58,8/15/20,8/29/20,14,,Other,2,1
166117,Yes,OH,CNA,6/12/20,10/28/20,138,10/28/20,11/9/20,12,,Job Board,0,1
166150,Yes,FL,RN,6/12/20,9/17/20,97,9/26/20,10/11/20,15,,Unknown,11,1
166201,Yes,OH,CNA,6/13/20,7/25/20,42,7/26/20,8/4/20,9,,Referral,3,2
166207,Yes,OH,CNA,6/13/20,9/9/20,88,9/12/20,9/21/20,9,,Unknown,2,1
166310,Yes,KY,CNA,6/13/20,8/2/20,50,8/6/20,8/13/20,7,,Unknown,11,1
166366,Yes,PA,CNA,6/13/20,8/11/20,59,8/17/20,8/31/20,14,,Job Board,1,2
166371,Yes,NJ,LPN,6/13/20,7/20/20,37,7/26/20,8/16/20,21,,Job Board,0,1
166565,Yes,IL,CNA,6/14/20,7/5/20,21,8/26/20,9/15/20,20,,Job Board,2,1
166594,Yes,OH,CNA,6/14/20,9/28/20,106,10/3/20,10/13/20,10,,Job Board,2,1
166635,Yes,NH,RN,6/14/20,9/1/20,79,9/10/20,10/6/20,26,,Unknown,1,1
166728,Yes,IL,CNA,6/15/20,8/14/20,60,8/24/20,9/14/20,21,,Unknown,2,1
166784,Yes,OH,LPN,6/15/20,9/18/20,95,9/21/20,10/2/20,11,,Unknown,1,1
166866,Yes,IL,CNA,6/15/20,7/21/20,36,8/2/20,8/28/20,26,,Google,4,2
166878,Yes,OH,LPN,6/15/20,11/8/20,146,11/8/20,11/19/20,11,,Job Board,1,1
166887,Yes,MA,CNA,6/15/20,9/21/20,98,9/27/20,10/9/20,12,,Job Board,1,1
166940,Yes,OH,CNA,6/15/20,7/26/20,41,7/26/20,9/18/20,54,,Referral,2,1
166945,Yes,IL,CNA,6/15/20,7/23/20,38,7/27/20,8/7/20,11,,Unknown,8,1
166951,Yes,PA,RN,6/15/20,7/29/20,44,8/3/20,8/30/20,27,,Other,2,1
166952,Yes,FL,LPN,6/15/20,7/12/20,27,7/18/20,7/22/20,4,,Job Board,6,2
167001,Yes,NH,LPN,6/15/20,8/3/20,49,8/21/20,10/17/20,57,,Job Board,1,1
167077,Yes,OH,RN,6/16/20,11/15/20,152,11/17/20,11/26/20,9,,Unknown,0,1
167135,Yes,RI,CNA,6/16/20,7/2/20,16,7/7/20,7/17/20,10,,Unknown,2,1
167323,Yes,FL,LPN,6/16/20,8/7/20,52,8/11/20,8/27/20,16,,Job Board,17,1
167327,Yes,PA,LPN,6/16/20,7/30/20,44,8/8/20,9/16/20,39,,Job Board,5,1
167345,Yes,OH,CNA,6/16/20,7/10/20,24,7/12/20,7/20/20,8,,Referral,1,1
167348,Yes,NY,RN,6/16/20,10/24/20,130,10/28/20,11/22/20,25,,Other,1,1
167360,Yes,FL,LPN,6/16/20,10/21/20,127,10/26/20,11/9/20,14,,Job Board,1,1
167430,Yes,NJ,LPN,6/17/20,7/30/20,43,8/16/20,8/30/20,14,,Unknown,4,1
167502,Yes,OH,LPN,6/17/20,8/31/20,75,9/7/20,9/29/20,22,,Job Board,1,1
167512,Yes,RI,CNA,6/17/20,9/24/20,99,9/26/20,10/4/20,8,,Referral,3,1
167605,Yes,FL,RN,6/17/20,7/22/20,35,7/27/20,8/21/20,25,,Job Board,1,1
167626,Yes,OH,CNA,6/17/20,8/24/20,68,8/25/20,9/2/20,8,,Unknown,1,1
167640,Yes,FL,LPN,6/17/20,8/4/20,48,8/8/20,8/23/20,15,,Job Board,1,1
167661,Yes,IL,CNA,6/17/20,8/16/20,60,8/22/20,9/18/20,27,,Job Board,1,1
167663,Yes,RI,RN,6/17/20,7/29/20,42,8/1/20,8/29/20,28,,Job Board,1,1
167669,Yes,FL,LPN,6/17/20,8/9/20,53,10/28/20,11/16/20,19,,Job Board,1,1
167691,Yes,OH,RN,6/17/20,9/2/20,77,9/2/20,10/28/20,56,,Referral,2,1
167753,Yes,PA,RN,6/17/20,9/9/20,84,9/19/20,10/19/20,30,,Unknown,5,1
167823,Yes,OH,LPN,6/18/20,10/8/20,112,10/11/20,10/23/20,12,,Unknown,0,1
167881,Yes,IL,RN,6/18/20,9/1/20,75,9/5/20,9/26/20,21,,Job Board,19,1
167991,Yes,OH,CNA,6/18/20,10/10/20,114,10/12/20,10/15/20,3,,Other,1,1
168148,Yes,FL,CNA,6/18/20,8/18/20,61,8/25/20,9/14/20,20,,Unknown,1,1
168149,Yes,PA,CNA,6/18/20,8/19/20,62,8/24/20,9/11/20,18,,Job Board,2,1
168192,Yes,OH,CNA,6/19/20,10/9/20,112,10/10/20,10/13/20,3,,Google,0,1
168217,Yes,PA,RN,6/19/20,8/23/20,65,8/28/20,9/8/20,11,,Other,11,1
168273,Yes,IL,LPN,6/19/20,9/2/20,75,9/27/20,10/21/20,24,,Job Board,0,2
168283,Yes,OH,CNA,6/19/20,8/25/20,67,8/27/20,9/26/20,30,,Google,4,1
168320,Yes,IL,CNA,6/19/20,8/6/20,48,8/11/20,9/28/20,48,,Unknown,4,1
168335,Yes,PA,LPN,6/19/20,8/21/20,63,8/21/20,8/28/20,7,,Job Board,2,1
168344,Yes,NJ,CNA,6/19/20,8/12/20,54,8/20/20,11/19/20,91,,Job Board,1,1
168361,Yes,MA,LPN,6/19/20,9/19/20,92,9/24/20,10/13/20,19,,Unknown,1,1
168375,Yes,IL,CNA,6/19/20,7/17/20,28,7/21/20,7/26/20,5,,Other,0,1
168412,Yes,NH,LPN,6/19/20,9/9/20,82,9/13/20,9/21/20,8,,Other,1,1
168454,Yes,OH,RN,6/20/20,8/17/20,58,8/18/20,10/4/20,47,,Unknown,1,1
168586,Yes,OH,LPN,6/20/20,8/12/20,53,8/16/20,8/30/20,14,,Unknown,1,1
168633,Yes,OH,CNA,6/20/20,9/2/20,74,9/6/20,9/18/20,12,,Unknown,2,1
168650,Yes,OH,CNA,6/20/20,8/26/20,67,8/28/20,9/4/20,7,,Unknown,2,2
168766,Yes,PA,CNA,6/21/20,7/20/20,29,9/17/20,10/15/20,28,,Other,4,1
168848,Yes,OH,CNA,6/21/20,9/7/20,78,9/14/20,9/23/20,9,,Google,1,1
168888,Yes,FL,CNA,6/21/20,8/4/20,44,8/8/20,8/11/20,3,,Job Board,19,3
168913,Yes,PA,CNA,6/22/20,8/21/20,60,8/26/20,9/4/20,9,,Job Board,1,1
168926,Yes,MA,CNA,6/22/20,9/15/20,85,9/20/20,11/12/20,53,,Unknown,5,1
169124,Yes,OH,LPN,6/22/20,8/3/20,42,8/4/20,8/25/20,21,,Job Board,2,1
169158,Yes,IL,CNA,6/22/20,8/6/20,45,8/10/20,8/20/20,10,,Other,2,2
169333,Yes,OH,CNA,6/23/20,9/14/20,83,10/7/20,11/4/20,28,,Unknown,0,1
169412,Yes,MA,RN,6/23/20,9/1/20,70,9/6/20,9/24/20,18,,Job Board,8,2
169504,Yes,OH,CNA,6/23/20,8/14/20,52,8/20/20,9/1/20,12,,Other,1,1
169694,Yes,OH,CNA,6/24/20,7/18/20,24,7/20/20,7/29/20,9,,Other,3,1
169696,Yes,OH,RN,6/24/20,10/17/20,115,10/17/20,11/23/20,37,,Unknown,2,1
169875,Yes,OH,CNA,6/24/20,7/13/20,19,7/20/20,8/4/20,15,,Job Board,5,1
169977,Yes,PA,CNA,6/24/20,10/1/20,99,10/10/20,11/9/20,30,,Other,1,1
169985,Yes,RI,RN,6/24/20,10/10/20,108,10/10/20,11/17/20,38,,Other,1,1
169993,Yes,PA,RN,6/24/20,11/4/20,133,11/9/20,11/26/20,17,,Referral,0,1
170063,Yes,NH,RN,6/25/20,9/4/20,71,9/6/20,10/24/20,48,,Job Board,5,2
170069,Yes,OH,CNA,6/25/20,9/15/20,82,9/22/20,9/29/20,7,,Unknown,1,1
170196,Yes,PA,RN,6/25/20,9/14/20,81,9/17/20,10/8/20,21,,Referral,12,1
170226,Yes,NJ,CNA,6/25/20,9/3/20,70,9/13/20,11/15/20,63,,Job Board,2,1
170303,Yes,PA,CNA,6/25/20,8/14/20,50,9/19/20,10/5/20,16,,Job Board,4,1
170339,Yes,MA,CNA,6/26/20,8/19/20,54,8/25/20,9/6/20,12,,Job Board,2,1
170532,Yes,PA,CNA,6/26/20,8/17/20,52,8/22/20,8/30/20,8,,Other,1,1
170545,Yes,OH,CNA,6/26/20,8/19/20,54,9/16/20,10/14/20,28,,IntelyCare,2,1
170694,Yes,MO,CNA,6/27/20,9/21/20,86,9/25/20,10/16/20,21,,Job Board,0,1
170883,Yes,OH,LPN,6/28/20,9/25/20,89,10/4/20,11/6/20,33,,Other,1,1
